County,State,AvgP_Below_1.00x_FPL,AvgP_Below_1.50x_FPL,AvgP_Below_2.00x_FPL
HARDIN,TX,9.78,16.32,22.20
HARRIS,TX,13.41,22.88,32.02
HARRISON,TX,11.70,22.06,31.03
HARTLEY,TX,4.86,7.60,28.53
HASKELL,TX,16.95,27.34,35.48
HAYS,TX,8.32,14.36,19.58
HEMPHILL,TX,10.84,20.14,29.04
HENDERSON,TX,12.41,22.33,33.67
HIDALGO,TX,27.48,42.34,53.44
HILL,TX,11.47,21.67,31.33
HOCKLEY,TX,12.40,21.44,35.34
HOOD,TX,7.94,13.06,21.37
HOPKINS,TX,13.51,23.13,32.79
HOUSTON,TX,17.92,31.10,41.38
HOWARD,TX,14.31,23.17,30.85
HUDSPETH,TX,28.42,39.63,56.68
HUNT,TX,12.51,21.19,30.07
HUTCHINSON,TX,11.76,18.55,26.33
IRION,TX,8.37,10.70,18.84
JACK,TX,11.77,21.43,31.12
JACKSON,TX,10.38,16.63,27.74
JASPER,TX,11.85,22.48,28.85
JEFF DAVIS,TX,1.40,11.03,15.59
JEFFERSON,TX,14.57,24.18,33.22
JIM HOGG,TX,23.02,33.22,48.68
JIM WELLS,TX,16.32,26.60,39.93
JOHNSON,TX,8.04,15.80,24.90
JONES,TX,9.76,20.31,29.22
KARNES,TX,16.99,26.46,33.51
KAUFMAN,TX,10.31,16.62,24.33
KENDALL,TX,3.32,7.49,14.55
KENEDY,TX,6.49,38.31,38.31
KENT,TX,9.09,9.09,33.52
KERR,TX,9.56,19.44,28.45
KIMBLE,TX,12.30,20.96,34.59
KING,TX,3.77,7.55,16.98
KINNEY,TX,11.31,35.54,44.49
KLEBERG,TX,18.49,26.14,36.25
KNOX,TX,11.23,23.00,31.75
LAMAR,TX,13.63,22.79,33.91
LAMB,TX,19.21,33.11,42.67
LAMPASAS,TX,7.34,15.46,22.56
LA SALLE,TX,10.36,25.53,32.31
LAVACA,TX,10.85,16.80,26.90
LEE,TX,11.61,20.24,28.18
LEON,TX,12.86,23.13,29.99
LIBERTY,TX,11.19,21.71,32.27
LIMESTONE,TX,14.61,27.08,37.97
LIPSCOMB,TX,10.00,19.67,26.56
LIVE OAK,TX,10.48,19.09,31.25
LLANO,TX,7.56,16.36,25.29
LOVING,TX,0.00,0.00,0.00
LUBBOCK,TX,11.76,21.77,30.31
LYNN,TX,16.36,31.59,39.84
MCCULLOCH,TX,10.96,23.24,38.24
MCLENNAN,TX,13.04,23.14,32.88
MCMULLEN,TX,9.77,13.22,14.94
MADISON,TX,11.77,20.78,30.59
MARION,TX,12.87,24.00,36.36
MARTIN,TX,6.29,13.33,21.61
MASON,TX,10.26,18.53,26.89
MATAGORDA,TX,16.62,25.92,34.24
MAVERICK,TX,24.22,40.84,52.82
MEDINA,TX,8.02,16.68,23.52
MENARD,TX,7.38,16.98,38.59
MIDLAND,TX,7.18,11.91,19.08
MILAM,TX,11.78,22.63,35.73
MILLS,TX,12.27,20.31,33.39
MITCHELL,TX,3.45,15.23,20.22
MONTAGUE,TX,10.03,19.97,29.78
MONTGOMERY,TX,7.18,13.52,20.27
MOORE,TX,11.24,20.93,35.39
MORRIS,TX,11.90,19.88,31.58
MOTLEY,TX,5.84,17.86,37.34
NACOGDOCHES,TX,15.70,26.10,34.75
NAVARRO,TX,14.92,24.72,36.52
NEWTON,TX,12.45,22.31,35.07
NOLAN,TX,11.00,20.41,32.89
NUECES,TX,12.52,21.97,31.66
OCHILTREE,TX,11.22,23.35,38.64
OLDHAM,TX,8.05,11.17,19.22
ORANGE,TX,9.94,18.80,27.06
PALO PINTO,TX,12.85,23.24,33.54
PANOLA,TX,10.91,22.57,32.45
PARKER,TX,5.52,11.29,18.03
PARMER,TX,11.94,24.43,33.16
PECOS,TX,9.49,19.11,32.61
POLK,TX,14.19,23.89,35.49
POTTER,TX,16.30,29.00,40.45
PRESIDIO,TX,23.13,44.09,58.13
RAINS,TX,5.83,15.77,26.23
RANDALL,TX,5.86,10.50,17.39
REAGAN,TX,9.63,21.86,28.99
REAL,TX,8.48,23.28,29.89
RED RIVER,TX,14.88,27.80,37.53
REEVES,TX,9.96,20.53,28.52
REFUGIO,TX,15.14,23.20,32.04
ROBERTS,TX,5.11,13.19,16.17
ROBERTSON,TX,8.31,17.55,27.20
ROCKWALL,TX,4.67,8.73,14.53
RUNNELS,TX,11.55,24.22,37.29
RUSK,TX,9.58,20.37,30.33
SABINE,TX,17.56,33.68,42.06
SAN AUGUSTINE,TX,18.87,29.34,37.79
SAN JACINTO,TX,9.29,22.81,33.14
SAN PATRICIO,TX,13.51,22.95,32.83
SAN SABA,TX,8.56,22.07,36.34
SCHLEICHER,TX,10.89,14.21,21.25
SCURRY,TX,8.57,19.67,26.25
SHACKELFORD,TX,7.00,16.75,25.50
SHELBY,TX,20.48,31.74,42.19
SHERMAN,TX,10.36,13.68,28.52
SMITH,TX,11.84,20.56,30.16
SOMERVELL,TX,26.71,31.13,33.07
STARR,TX,31.38,50.56,61.89
STEPHENS,TX,19.65,25.21,37.18
STERLING,TX,2.62,13.12,21.57
STONEWALL,TX,6.99,16.40,25.54
SUTTON,TX,5.97,9.62,25.12
SWISHER,TX,17.70,35.62,47.18
TARRANT,TX,9.70,17.56,25.69
TAYLOR,TX,11.22,20.13,30.19
TERRELL,TX,10.53,28.71,31.58
TERRY,TX,12.01,26.41,38.62
THROCKMORTON,TX,9.07,16.03,25.32
TITUS,TX,16.61,28.62,41.57
TOM GREEN,TX,9.19,17.24,26.55
TRAVIS,TX,8.76,14.92,21.58
TRINITY,TX,13.07,26.59,37.94
TYLER,TX,12.30,19.18,27.77
UPSHUR,TX,8.99,16.03,26.49
UPTON,TX,14.48,21.83,30.32
UVALDE,TX,14.11,29.59,44.32
VAL VERDE,TX,17.37,32.16,42.06
VAN ZANDT,TX,9.60,19.23,27.57
VICTORIA,TX,11.43,20.23,29.45
WALKER,TX,14.19,22.28,30.11
WALLER,TX,11.65,20.75,28.76
WARD,TX,10.49,20.79,27.57
WASHINGTON,TX,10.25,18.77,26.59
WEBB,TX,26.20,39.67,52.18
WHARTON,TX,13.80,25.26,34.46
WHEELER,TX,14.88,24.02,36.07
WICHITA,TX,13.65,22.73,32.66
WILBARGER,TX,11.89,23.45,32.46
WILLACY,TX,33.56,49.30,60.98
WILLIAMSON,TX,4.49,9.03,14.78
WILSON,TX,6.93,13.39,21.12
WINKLER,TX,13.93,21.20,31.15
WISE,TX,9.18,16.35,25.75
WOOD,TX,9.95,18.95,30.59
YOAKUM,TX,7.28,15.96,22.47
YOUNG,TX,7.10,20.79,29.99
ZAPATA,TX,29.50,44.63,57.14
ZAVALA,TX,28.43,48.06,57.34
BEAVER,UT,7.50,17.51,27.39
BOX ELDER,UT,8.03,17.12,26.77
CACHE,UT,10.68,20.01,29.69
CARBON,UT,12.15,20.62,29.28
DAGGETT,UT,0.00,1.79,20.54
DAVIS,UT,4.51,9.69,16.27
DUCHESNE,UT,10.43,16.85,26.54
EMERY,UT,7.74,16.87,24.21
GARFIELD,UT,11.62,17.27,30.85
GRAND,UT,6.84,14.14,29.60
IRON,UT,13.41,23.98,34.01
JUAB,UT,10.35,15.73,25.23
KANE,UT,6.89,13.26,21.65
MILLARD,UT,7.81,17.95,27.42
MORGAN,UT,3.03,6.90,15.37
PIUTE,UT,13.19,29.67,43.13
RICH,UT,6.96,10.34,19.83
SALT LAKE,UT,6.63,12.82,20.39
SAN JUAN,UT,19.44,28.16,39.78
SANPETE,UT,9.90,19.38,33.95
SEVIER,UT,10.29,20.33,32.46
SUMMIT,UT,4.51,7.42,11.33
TOOELE,UT,4.98,11.26,21.27
UINTAH,UT,9.44,17.72,25.39
UTAH,UT,7.77,15.03,24.85
WASATCH,UT,5.98,10.89,16.57
WASHINGTON,UT,8.65,16.79,26.88
WAYNE,UT,4.79,10.56,28.45
WEBER,UT,8.18,14.27,22.77
ACCOMACK,VA,11.81,22.03,32.55
ALBEMARLE,VA,5.85,10.05,15.51
ALLEGHANY,VA,15.57,22.15,29.79
AMELIA,VA,9.30,13.83,23.98
AMHERST,VA,7.66,16.88,24.43
APPOMATTOX,VA,11.61,18.07,24.77
ARLINGTON,VA,4.38,7.98,11.35
AUGUSTA,VA,6.84,12.69,21.20
BATH,VA,7.25,27.97,33.64
BEDFORD,VA,5.83,10.32,17.46
BLAND,VA,4.54,11.57,21.42
BOTETOURT,VA,5.86,9.60,17.31
BRUNSWICK,VA,15.70,25.52,37.83
BUCHANAN,VA,22.95,34.97,47.10
BUCKINGHAM,VA,12.08,20.50,32.77
CAMPBELL,VA,9.64,19.02,25.67
CAROLINE,VA,5.88,10.12,17.97
CARROLL,VA,9.90,18.43,28.61
CHARLES CITY,VA,8.90,14.91,23.13
CHARLOTTE,VA,14.78,23.38,33.46
CHESTERFIELD,VA,4.31,8.85,14.44
CLARKE,VA,4.62,8.60,13.13
CRAIG,VA,2.16,4.97,14.41
CULPEPER,VA,4.93,12.64,19.72
CUMBERLAND,VA,14.16,22.89,29.69
DICKENSON,VA,21.34,35.24,45.88
DINWIDDIE,VA,9.01,15.26,25.56
ESSEX,VA,6.89,18.00,25.72
FAIRFAX,VA,4.14,7.56,11.28
FAUQUIER,VA,4.06,6.48,10.14
FLOYD,VA,5.73,14.63,26.44
FLUVANNA,VA,2.52,4.89,9.38
FRANKLIN,VA,11.35,17.53,27.30
FREDERICK,VA,4.33,9.61,16.37
GILES,VA,7.25,14.46,24.60
GLOUCESTER,VA,5.61,10.28,16.20
GOOCHLAND,VA,3.24,7.66,12.05
GRAYSON,VA,16.03,24.31,38.72
GREENE,VA,5.01,18.05,24.69
GREENSVILLE,VA,11.80,29.01,36.00
HALIFAX,VA,10.62,19.17,30.41
HANOVER,VA,3.61,5.99,10.14
HENRICO,VA,6.93,11.95,17.17
HENRY,VA,16.15,28.53,38.76
HIGHLAND,VA,7.82,18.63,27.74
ISLE OF WIGHT,VA,7.06,12.26,18.36
JAMES CITY,VA,5.30,8.68,13.41
KING AND QUEEN,VA,9.90,15.35,27.05
KING GEORGE,VA,4.06,8.49,13.04
KING WILLIAM,VA,5.65,9.20,17.53
LANCASTER,VA,4.93,11.98,20.18
LEE,VA,18.90,32.33,43.65
LOUDOUN,VA,2.35,4.77,8.18
LOUISA,VA,8.52,16.92,24.41
LUNENBURG,VA,10.86,23.04,36.64
MADISON,VA,6.59,18.97,26.95
MATHEWS,VA,7.10,12.98,20.29
MECKLENBURG,VA,14.24,23.83,35.28
MIDDLESEX,VA,5.92,12.33,22.11
MONTGOMERY,VA,8.06,11.73,18.31
NELSON,VA,8.58,15.92,22.83
NEW KENT,VA,3.71,7.53,10.95
NORTHAMPTON,VA,11.66,20.65,28.38
NORTHUMBERLAND,VA,13.69,17.98,26.24
NOTTOWAY,VA,14.57,24.24,39.20
ORANGE,VA,6.20,14.16,21.65
PAGE,VA,11.92,18.98,28.79
PATRICK,VA,14.68,23.17,32.80
PITTSYLVANIA,VA,12.42,21.19,32.83
POWHATAN,VA,3.37,6.44,12.25
PRINCE EDWARD,VA,11.85,21.07,34.35
PRINCE GEORGE,VA,5.84,10.84,18.33
PRINCE WILLIAM,VA,5.11,9.66,15.00
PULASKI,VA,10.11,15.81,24.99
RAPPAHANNOCK,VA,4.07,7.01,15.36
RICHMOND,VA,10.25,24.19,33.58
ROANOKE,VA,5.33,10.46,16.12
ROCKBRIDGE,VA,8.22,18.38,27.07
ROCKINGHAM,VA,7.34,14.07,21.87
RUSSELL,VA,15.68,25.90,36.29
SCOTT,VA,13.65,24.23,33.49
SHENANDOAH,VA,6.49,14.54,25.51
SMYTH,VA,13.78,22.20,34.89
SOUTHAMPTON,VA,8.42,19.36,24.04
SPOTSYLVANIA,VA,5.12,10.07,15.62
STAFFORD,VA,3.01,6.45,12.40
SURRY,VA,8.72,18.45,23.24
SUSSEX,VA,14.13,27.39,37.73
TAZEWELL,VA,10.68,20.06,33.71
WARREN,VA,7.69,12.44,19.55
WASHINGTON,VA,10.16,18.30,28.81
WESTMORELAND,VA,7.75,14.29,24.95
WISE,VA,16.32,28.13,39.36
WYTHE,VA,11.32,18.55,28.32
YORK,VA,3.49,6.85,11.65
ALEXANDRIA CITY,VA,7.55,12.50,16.68
BRISTOL CITY,VA,15.62,25.66,35.76
BUENA VISTA CITY,VA,17.83,34.66,48.05
CHARLOTTESVILLE CITY,VA,12.71,19.26,25.42
CHESAPEAKE CITY,VA,7.09,11.90,17.48
COLONIAL HEIGHTS CITY,VA,10.78,18.32,28.57
COVINGTON CITY,VA,13.20,23.21,33.81
DANVILLE CITY,VA,17.66,30.89,42.25
EMPORIA CITY,VA,19.94,37.17,44.94
FAIRFAX CITY,VA,2.33,6.85,10.37
FALLS CHURCH CITY,VA,1.76,2.47,4.36
FRANKLIN CITY,VA,9.97,26.58,43.32
FREDERICKSBURG CITY,VA,9.70,16.25,19.59
GALAX CITY,VA,22.85,36.05,44.55
HAMPTON CITY,VA,11.37,18.89,27.12
HARRISONBURG CITY,VA,12.07,23.31,34.11
HOPEWELL CITY,VA,18.42,25.59,39.04
LEXINGTON CITY,VA,9.20,16.36,25.91
LYNCHBURG CITY,VA,13.67,23.01,33.13
MANASSAS CITY,VA,6.73,13.03,21.21
MANASSAS PARK CITY,VA,9.76,15.14,22.43
MARTINSVILLE CITY,VA,22.04,31.98,42.99
NEWPORT NEWS CITY,VA,11.99,20.56,29.90
NORFOLK CITY,VA,15.01,23.73,33.51
NORTON CITY,VA,31.30,34.92,45.04
PETERSBURG CITY,VA,20.21,30.73,46.09
POQUOSON CITY,VA,3.09,7.71,9.91
PORTSMOUTH CITY,VA,12.92,21.59,31.44
RADFORD CITY,VA,12.96,19.93,26.90
RICHMOND CITY,VA,17.72,27.08,34.56
ROANOKE CITY,VA,16.02,25.51,35.48
SALEM CITY,VA,6.73,11.56,20.88
STAUNTON CITY,VA,8.33,16.01,25.43
SUFFOLK CITY,VA,8.88,14.63,20.82
VIRGINIA BEACH CITY,VA,5.53,10.89,17.13
WAYNESBORO CITY,VA,12.58,20.79,30.48
WILLIAMSBURG CITY,VA,6.75,12.72,19.65
WINCHESTER CITY,VA,9.76,16.65,29.11
ADDISON,VT,4.61,9.15,16.27
BENNINGTON,VT,7.58,15.78,24.53
CALEDONIA,VT,8.64,14.82,24.25
CHITTENDEN,VT,6.29,11.10,16.27
ESSEX,VT,9.01,18.95,30.27
FRANKLIN,VT,5.20,10.29,16.11
GRAND ISLE,VT,4.13,7.36,12.28
LAMOILLE,VT,10.57,16.47,24.17
ORANGE,VT,7.09,13.16,22.21
ORLEANS,VT,9.55,18.87,31.13
RUTLAND,VT,7.19,12.90,20.23
WASHINGTON,VT,7.78,13.52,20.02
WINDHAM,VT,9.55,16.84,24.84
WINDSOR,VT,5.69,10.45,17.92
ADAMS,WA,18.90,30.35,43.61
ASOTIN,WA,7.40,18.15,24.56
BENTON,WA,8.95,16.24,23.37
CHELAN,WA,8.55,16.49,25.16
CLALLAM,WA,10.28,16.79,25.88
CLARK,WA,5.84,11.98,18.55
COLUMBIA,WA,5.36,15.99,21.71
COWLITZ,WA,11.57,19.06,27.99
DOUGLAS,WA,9.19,18.49,26.84
FERRY,WA,13.42,25.44,34.10
FRANKLIN,WA,12.22,21.40,30.85
GARFIELD,WA,6.40,10.21,18.29
GRANT,WA,10.02,22.50,33.62
GRAYS HARBOR,WA,10.43,19.57,29.97
ISLAND,WA,6.16,11.91,18.59
JEFFERSON,WA,7.95,13.52,21.66
KING,WA,5.81,9.83,14.39
KITSAP,WA,6.58,11.48,17.19
KITTITAS,WA,7.39,12.76,19.60
KLICKITAT,WA,6.94,18.18,27.53
LEWIS,WA,9.02,18.33,26.96
LINCOLN,WA,8.59,17.29,23.60
MASON,WA,9.66,18.06,26.84
OKANOGAN,WA,14.34,27.16,37.88
PACIFIC,WA,10.87,20.33,28.61
PEND OREILLE,WA,10.08,19.12,31.00
PIERCE,WA,7.54,12.98,20.40
SAN JUAN,WA,8.14,13.29,20.34
SKAGIT,WA,7.90,13.62,20.72
SKAMANIA,WA,9.36,16.41,22.53
SNOHOMISH,WA,5.38,9.56,14.72
SPOKANE,WA,9.17,16.33,24.82
STEVENS,WA,11.06,19.41,28.55
THURSTON,WA,7.38,12.85,19.17
WAHKIAKUM,WA,5.35,13.85,20.13
WALLA WALLA,WA,7.78,15.27,25.67
WHATCOM,WA,7.66,13.86,21.27
WHITMAN,WA,9.87,16.70,23.93
YAKIMA,WA,14.18,27.37,38.91
ADAMS,WI,9.06,17.31,29.53
ASHLAND,WI,10.09,18.88,29.69
BARRON,WI,7.42,16.58,26.64
BAYFIELD,WI,7.69,15.35,24.49
BROWN,WI,7.53,13.58,21.00
BUFFALO,WI,6.39,12.63,19.33
BURNETT,WI,9.94,17.37,26.40
CALUMET,WI,4.69,8.84,15.22
CHIPPEWA,WI,7.34,13.71,22.10
CLARK,WI,8.90,17.94,29.49
COLUMBIA,WI,5.91,11.24,17.63
CRAWFORD,WI,8.92,16.30,23.76
DANE,WI,5.54,9.66,14.40
DODGE,WI,6.01,11.99,19.51
DOOR,WI,4.72,9.66,16.59
DOUGLAS,WI,8.85,15.44,22.96
DUNN,WI,5.81,13.89,22.49
EAU CLAIRE,WI,6.54,12.41,18.82
FLORENCE,WI,6.41,13.83,24.06
FOND DU LAC,WI,6.13,12.01,18.54
FOREST,WI,12.49,19.48,30.58
GRANT,WI,7.40,13.89,22.04
GREEN,WI,5.00,10.27,19.25
GREEN LAKE,WI,7.24,14.94,23.74
IOWA,WI,4.67,11.01,16.83
IRON,WI,10.76,18.89,30.35
JACKSON,WI,8.99,16.83,26.31
JEFFERSON,WI,5.97,11.73,18.58
JUNEAU,WI,8.98,17.08,25.48
KENOSHA,WI,9.62,15.86,23.36
KEWAUNEE,WI,5.40,10.38,17.67
LA CROSSE,WI,4.98,10.32,18.25
LAFAYETTE,WI,7.74,15.12,24.22
LANGLADE,WI,9.81,17.10,24.69
LINCOLN,WI,5.11,11.19,18.49
MANITOWOC,WI,7.64,13.12,21.54
MARATHON,WI,5.98,11.93,19.38
MARINETTE,WI,9.39,17.34,27.41
MARQUETTE,WI,7.46,13.83,24.28
MENOMINEE,WI,27.42,38.50,46.26
MILWAUKEE,WI,15.20,24.17,32.74
MONROE,WI,8.24,13.72,21.91
OCONTO,WI,7.04,13.07,21.35
ONEIDA,WI,5.39,11.26,17.47
OUTAGAMIE,WI,6.29,10.75,17.76
OZAUKEE,WI,3.44,6.11,10.36
PEPIN,WI,8.37,14.88,21.93
PIERCE,WI,5.74,8.05,13.65
POLK,WI,6.90,13.91,23.89
PORTAGE,WI,5.55,10.57,16.76
PRICE,WI,6.24,15.19,26.09
RACINE,WI,8.73,15.98,23.58
RICHLAND,WI,9.15,15.91,24.46
ROCK,WI,10.58,17.47,25.33
RUSK,WI,9.70,19.76,29.63
ST. CROIX,WI,2.49,5.56,11.35
SAUK,WI,7.54,12.45,20.82
SAWYER,WI,12.86,21.49,30.71
SHAWANO,WI,7.39,13.82,22.84
SHEBOYGAN,WI,4.89,10.65,19.11
TAYLOR,WI,6.84,14.88,24.84
TREMPEALEAU,WI,5.52,11.86,20.51
VERNON,WI,10.15,17.96,27.18
VILAS,WI,8.58,16.19,28.26
WALWORTH,WI,6.72,12.23,20.13
WASHBURN,WI,8.83,15.56,24.30
WASHINGTON,WI,3.09,5.57,11.92
WAUKESHA,WI,3.13,5.75,9.74
WAUPACA,WI,7.59,13.60,21.30
WAUSHARA,WI,6.64,13.98,23.05
WINNEBAGO,WI,6.22,11.93,18.70
WOOD,WI,7.31,13.79,22.56
BARBOUR,WV,18.18,28.50,37.11
BERKELEY,WV,10.09,16.57,24.38
BOONE,WV,20.79,30.41,42.38
BRAXTON,WV,16.31,29.50,36.15
BROOKE,WV,8.60,16.24,22.34
CABELL,WV,14.39,23.39,31.46
CALHOUN,WV,13.39,28.46,42.24
CLAY,WV,17.80,26.62,41.01
DODDRIDGE,WV,7.40,12.70,24.30
FAYETTE,WV,15.27,25.35,37.21
GILMER,WV,11.43,23.10,36.37
GRANT,WV,8.69,24.22,32.98
GREENBRIER,WV,13.20,24.26,33.90
HAMPSHIRE,WV,13.39,22.02,33.03
HANCOCK,WV,8.95,19.82,28.31
HARDY,WV,7.34,17.26,31.11
HARRISON,WV,10.93,17.97,25.72
JACKSON,WV,9.97,19.67,26.39
JEFFERSON,WV,7.39,14.13,20.30
KANAWHA,WV,13.18,21.09,30.18
LEWIS,WV,16.95,27.17,39.30
LINCOLN,WV,18.31,30.91,40.84
LOGAN,WV,19.47,30.74,40.35
MCDOWELL,WV,27.53,44.29,57.05
MARION,WV,12.17,21.88,30.82
MARSHALL,WV,11.51,21.60,32.62
MASON,WV,15.13,26.32,37.13
MERCER,WV,14.89,25.63,37.52
MINERAL,WV,12.35,19.59,30.08
MINGO,WV,23.94,35.53,46.50
MONONGALIA,WV,8.78,14.85,22.34
MONROE,WV,13.93,25.19,41.26
MORGAN,WV,3.51,14.85,26.21
NICHOLAS,WV,13.58,22.83,33.98
OHIO,WV,7.43,15.17,24.05
PENDLETON,WV,11.36,21.32,32.40
PLEASANTS,WV,11.97,22.10,30.41
POCAHONTAS,WV,10.25,21.17,32.36
PRESTON,WV,11.74,20.82,30.57
PUTNAM,WV,7.39,12.42,20.19
RALEIGH,WV,13.59,23.45,36.16
RANDOLPH,WV,13.99,23.62,34.11
RITCHIE,WV,11.17,19.90,29.91
ROANE,WV,15.21,30.09,44.49
SUMMERS,WV,18.97,28.66,38.97
TAYLOR,WV,11.88,21.89,28.96
TUCKER,WV,8.61,16.36,28.19
TYLER,WV,10.06,17.11,28.78
UPSHUR,WV,17.32,26.84,37.53
WAYNE,WV,17.40,25.97,36.57
WEBSTER,WV,25.23,34.18,48.32
WETZEL,WV,15.58,26.09,34.29
WIRT,WV,14.62,29.00,42.54
WOOD,WV,12.69,22.02,32.00
WYOMING,WV,17.27,27.89,40.68
ALBANY,WY,7.01,15.49,21.83
BIG HORN,WY,8.35,14.57,22.65
CAMPBELL,WY,8.58,16.45,22.59
CARBON,WY,9.93,14.68,22.52
CONVERSE,WY,3.21,9.02,15.43
CROOK,WY,5.85,10.64,19.69
FREMONT,WY,8.87,16.08,26.88
GOSHEN,WY,9.36,16.68,23.10
HOT SPRINGS,WY,10.30,16.08,22.41
JOHNSON,WY,5.78,12.13,19.36
LARAMIE,WY,7.19,13.18,20.16
LINCOLN,WY,5.55,12.85,20.82
NATRONA,WY,5.85,11.91,20.57
NIOBRARA,WY,18.06,27.93,44.15
PARK,WY,3.64,7.96,14.63
PLATTE,WY,8.78,13.87,23.58
SHERIDAN,WY,3.15,9.56,19.08
SUBLETTE,WY,6.07,10.55,20.97
SWEETWATER,WY,10.04,13.80,20.56
TETON,WY,2.36,5.99,8.84
UINTA,WY,10.98,20.92,27.49
WASHAKIE,WY,7.99,14.12,20.20
WESTON,WY,12.64,17.45,23.25
