County,State,Num_Fam_Below_1.00x_FPL,Num_Fam_Below_1.50x_FPL,Num_Fam_Below_2.00x_FPL
ALEUTIANS EAST,AK,67,101,147
ALEUTIANS WEST,AK,40,67,123
ANCHORAGE,AK,4313,7530,10730
BETHEL,AK,866,1366,1741
BRISTOL BAY,AK,5,18,35
DENALI,AK,9,14,33
DILLINGHAM,AK,164,295,437
FAIRBANKS NORTH STAR,AK,1200,2419,4059
HAINES,AK,49,83,161
HOONAH-ANGOON,AK,39,83,123
JUNEAU,AK,333,483,698
KENAI PENINSULA,AK,1061,1892,2793
KETCHIKAN GATEWAY,AK,251,394,663
KODIAK ISLAND,AK,284,367,705
KUSILVAK,AK,552,858,1030
LAKE AND PENINSULA,AK,39,82,113
MATANUSKA-SUSITNA,AK,1574,2635,4037
NOME,AK,442,697,958
NORTH SLOPE,AK,141,270,413
NORTHWEST ARCTIC,AK,304,473,631
PETERSBURG,AK,53,85,116
PRINCE OF WALES-HYDER,AK,165,295,425
SITKA,AK,72,171,325
SKAGWAY MUNICIPALITY,AK,8,11,20
SOUTHEAST FAIRBANKS,AK,112,176,310
VALDEZ-CORDOVA,AK,151,196,297
WRANGELL CITY AND,AK,26,74,144
YAKUTAT,AK,3,14,33
YUKON-KOYUKUK,AK,230,354,495
AUTAUGA,AL,1817,2797,3869
BALDWIN,AL,3734,6812,10848
BARBOUR,AL,1299,1929,2613
BIBB,AL,518,1023,1493
BLOUNT,AL,1544,2862,4424
BULLOCK,AL,768,924,1075
BUTLER,AL,835,1342,1764
CALHOUN,AL,4496,7476,10549
CHAMBERS,AL,978,2181,3231
CHEROKEE,AL,915,1646,2635
CHILTON,AL,1822,3063,4156
CHOCTAW,AL,624,1030,1463
CLARKE,AL,1109,1631,2221
CLAY,AL,538,888,1413
CLEBURNE,AL,462,812,1329
COFFEE,AL,1573,2569,3786
COLBERT,AL,1867,3097,4511
CONECUH,AL,501,896,1422
COOSA,AL,233,601,882
COVINGTON,AL,1402,2249,3316
CRENSHAW,AL,353,782,1220
CULLMAN,AL,2492,4592,7308
DALE,AL,1703,2761,4233
DALLAS,AL,2615,3910,5212
DEKALB,AL,3124,5673,7876
ELMORE,AL,2058,3218,4796
ESCAMBIA,AL,1468,2276,3412
ETOWAH,AL,3498,5955,8477
FAYETTE,AL,724,1262,1977
FRANKLIN,AL,1141,2054,3164
GENEVA,AL,1288,2002,2666
GREENE,AL,544,736,950
HALE,AL,715,1158,1548
HENRY,AL,479,966,1397
HOUSTON,AL,3598,5937,8261
JACKSON,AL,2381,4067,5502
JEFFERSON,AL,21759,34621,47840
LAMAR,AL,614,1045,1590
LAUDERDALE,AL,2608,4767,7186
LAWRENCE,AL,1253,2083,2898
LEE,AL,4796,7919,10883
LIMESTONE,AL,2327,3903,5710
LOWNDES,AL,669,1065,1336
MACON,AL,866,1441,1884
MADISON,AL,8980,14859,20850
MARENGO,AL,545,1086,1495
MARION,AL,1103,2061,3290
MARSHALL,AL,3877,6194,8564
MOBILE,AL,15216,24497,33566
MONROE,AL,1152,1535,2138
MONTGOMERY,AL,9133,14240,18901
MORGAN,AL,3901,6379,9279
PERRY,AL,504,739,916
PICKENS,AL,863,1323,1819
PIKE,AL,967,1537,2311
RANDOLPH,AL,840,1270,2055
RUSSELL,AL,2238,3671,5163
SHELBY,AL,2885,5736,8858
ST. CLAIR,AL,2333,4245,6387
SUMTER,AL,571,922,1371
TALLADEGA,AL,3305,5471,7964
TALLAPOOSA,AL,1817,2727,4015
TUSCALOOSA,AL,5297,9065,13214
WALKER,AL,2493,4278,6071
WASHINGTON,AL,689,1084,1572
WILCOX,AL,469,758,1012
WINSTON,AL,780,1718,2446
ARKANSAS,AR,688,1207,1763
ASHLEY,AR,900,1497,2026
BAXTER,AR,1204,2240,3675
BENTON,AR,5288,10868,16360
BOONE,AR,1154,2417,3707
BRADLEY,AR,502,756,1136
CALHOUN,AR,161,303,434
CARROLL,AR,677,1390,2254
CHICOT,AR,708,1078,1394
CLARK,AR,711,1110,1776
CLAY,AR,694,1162,1747
CLEBURNE,AR,707,1373,2192
CLEVELAND,AR,340,614,775
COLUMBIA,AR,1256,1737,2433
CONWAY,AR,733,1303,1903
CRAIGHEAD,AR,3479,6319,9148
CRAWFORD,AR,2049,4005,5938
CRITTENDEN,AR,2113,3536,4966
CROSS,AR,600,1216,1639
DALLAS,AR,193,495,808
DESHA,AR,766,1244,1621
DREW,AR,740,1228,1563
FAULKNER,AR,3029,5755,7920
FRANKLIN,AR,685,1256,1688
FULTON,AR,644,1232,1619
GARLAND,AR,3190,5675,8007
GRANT,AR,587,906,1540
GREENE,AR,1431,2623,3824
HEMPSTEAD,AR,1061,1577,2215
HOT SPRING,AR,1187,2162,3122
HOWARD,AR,513,979,1377
INDEPENDENCE,AR,1202,2311,3402
IZARD,AR,413,771,1178
JACKSON,AR,642,1151,1689
JEFFERSON,AR,2916,4735,6209
JOHNSON,AR,1093,2048,3035
LAFAYETTE,AR,336,577,815
LAWRENCE,AR,546,1174,1701
LEE,AR,402,677,906
LINCOLN,AR,344,699,999
LITTLE RIVER,AR,325,688,1062
LOGAN,AR,1031,1665,2433
LONOKE,AR,1672,3078,5082
MADISON,AR,632,1339,1681
MARION,AR,627,1097,1664
MILLER,AR,2015,3143,4124
MISSISSIPPI,AR,2265,3748,4938
MONROE,AR,358,590,775
MONTGOMERY,AR,417,716,1086
NEVADA,AR,549,664,985
NEWTON,AR,156,382,638
OUACHITA,AR,1225,1981,2591
PERRY,AR,346,637,876
PHILLIPS,AR,1201,1857,2258
PIKE,AR,377,793,1175
POINSETT,AR,1144,1940,2817
POLK,AR,1050,1672,2384
POPE,AR,1979,3638,5275
PRAIRIE,AR,299,599,955
PULASKI,AR,11764,20646,29225
RANDOLPH,AR,616,1517,2131
SALINE,AR,1809,3392,6071
SCOTT,AR,373,816,1148
SEARCY,AR,316,621,955
SEBASTIAN,AR,4882,8263,11637
SEVIER,AR,707,1142,1642
SHARP,AR,694,1374,1986
ST. FRANCIS,AR,1167,1794,2586
STONE,AR,435,746,1212
UNION,AR,1725,2640,3765
VAN BUREN,AR,667,1175,1824
WASHINGTON,AR,5931,10876,16352
WHITE,AR,2620,4558,6837
WOODRUFF,AR,323,508,709
YELL,AR,761,1620,2300
APACHE,AZ,3878,5639,7132
COCHISE,AZ,4276,7446,10592
COCONINO,AZ,3195,5669,7986
GILA,AZ,2105,3472,4878
GRAHAM,AZ,1237,1816,2579
GREENLEE,AZ,214,408,648
LA PAZ,AZ,867,1382,2140
MARICOPA,AZ,105830,178715,258109
MOHAVE,AZ,6277,11558,18019
NAVAJO,AZ,5347,8265,10605
PIMA,AZ,30594,51464,74142
PINAL,AZ,9452,17077,26902
SANTA CRUZ,AZ,2313,4142,5563
YAVAPAI,AZ,5337,10528,15823
YUMA,AZ,9485,16659,23651
ALAMEDA,CA,25996,45826,66897
ALPINE,CA,11,24,33
AMADOR,CA,483,1238,1755
BUTTE,CA,5931,10576,15261
CALAVERAS,CA,916,1464,2605
COLUSA,CA,578,1202,1785
CONTRA COSTA,CA,18299,32712,47542
DEL NORTE,CA,962,1524,2296
EL DORADO,CA,2637,4776,7172
FRESNO,CA,43477,68889,89525
GLENN,CA,1074,1833,2855
HUMBOLDT,CA,3066,6122,8991
IMPERIAL,CA,7104,11327,14904
INYO,CA,386,580,943
KERN,CA,36117,60198,82006
KINGS,CA,5432,9162,12902
LAKE,CA,2516,3924,5500
LASSEN,CA,623,1111,1468
LOS ANGELES,CA,269779,489773,690587
MADERA,CA,5884,9371,12950
MARIN,CA,2699,4966,7159
MARIPOSA,CA,470,874,1303
MENDOCINO,CA,2804,4698,6841
MERCED,CA,11537,19195,26050
MODOC,CA,196,481,724
MONO,CA,102,226,397
MONTEREY,CA,9602,18780,27432
NAPA,CA,1759,3549,6001
NEVADA,CA,1637,3403,5429
ORANGE,CA,58688,105615,154097
PLACER,CA,5618,9245,13937
PLUMAS,CA,328,621,1062
RIVERSIDE,CA,59152,103822,151666
SACRAMENTO,CA,41948,71204,99011
SAN BENITO,CA,1028,1992,3039
SAN BERNARDINO,CA,65818,113894,161070
SAN DIEGO,CA,65364,118643,174460
SAN FRANCISCO,CA,9984,20671,29168
SAN JOAQUIN,CA,21450,38085,53542
SAN LUIS OBISPO,CA,4354,7680,11945
SAN MATEO,CA,7745,15147,23273
SANTA BARBARA,CA,8540,15907,24705
SANTA CLARA,CA,22536,43644,64816
SANTA CRUZ,CA,4882,8746,12685
SHASTA,CA,5003,8925,13355
SIERRA,CA,32,58,90
SISKIYOU,CA,1550,2693,4012
SOLANO,CA,8512,15225,22186
SONOMA,CA,7350,13391,21136
STANISLAUS,CA,16243,30040,43723
SUTTER,CA,3155,5551,8061
TEHAMA,CA,2385,4375,6215
TRINITY,CA,439,939,1230
TULARE,CA,22410,36765,48070
TUOLUMNE,CA,1145,2045,3148
VENTURA,CA,12979,25650,38513
YOLO,CA,4289,7686,10691
YUBA,CA,2823,4696,6140
ADAMS,CO,9899,19004,28525
ALAMOSA,CO,580,1107,1449
ARAPAHOE,CO,9837,17977,28410
ARCHULETA,CO,275,510,946
BACA,CO,160,303,402
BENT,CO,268,423,564
BOULDER,CO,4042,6901,10201
BROOMFIELD,CO,429,1040,1672
CHAFFEE,CO,336,628,1198
CHEYENNE,CO,34,64,112
CLEAR CREEK,CO,89,229,429
CONEJOS,CO,329,650,889
COSTILLA,CO,265,440,565
CROWLEY,CO,145,215,300
CUSTER,CO,141,217,395
DELTA,CO,924,1692,2341
DENVER,CO,14379,25433,35980
DOLORES,CO,55,106,171
DOUGLAS,CO,2073,3506,6112
EAGLE,CO,456,1113,2013
EL PASO,CO,13376,24285,37095
ELBERT,CO,218,485,775
FREMONT,CO,1275,2449,3523
GARFIELD,CO,892,1775,3062
GILPIN,CO,46,114,143
GRAND,CO,153,470,625
GUNNISON,CO,199,547,772
HINSDALE,CO,22,36,69
HUERFANO,CO,252,403,676
JACKSON,CO,27,40,88
JEFFERSON,CO,6360,11858,19361
KIOWA,CO,33,88,111
KIT CARSON,CO,140,393,588
LA PLATA,CO,578,1358,2084
LAKE,CO,227,508,693
LARIMER,CO,4708,8766,13874
LAS ANIMAS,CO,451,863,1327
LINCOLN,CO,82,132,235
LOGAN,CO,444,960,1404
MESA,CO,4475,7314,9860
MINERAL,CO,18,24,41
MOFFAT,CO,332,631,1017
MONTEZUMA,CO,728,1508,2029
MONTROSE,CO,1423,2217,3198
MORGAN,CO,471,1416,2225
OTERO,CO,989,1599,2174
OURAY,CO,94,158,220
PARK,CO,119,250,674
PHILLIPS,CO,47,174,295
PITKIN,CO,67,180,332
PROWERS,CO,461,805,1220
PUEBLO,CO,5921,9569,13921
RIO BLANCO,CO,147,243,363
RIO GRANDE,CO,390,618,1053
ROUTT,CO,345,502,771
SAGUACHE,CO,201,473,710
SAN JUAN,CO,0,9,26
SAN MIGUEL,CO,72,203,312
SEDGWICK,CO,58,104,170
SUMMIT,CO,216,445,817
TELLER,CO,417,835,1439
WASHINGTON,CO,128,257,372
WELD,CO,5279,10094,15610
YUMA,CO,302,537,924
FAIRFIELD,CT,14950,26509,39108
HARTFORD,CT,17667,30527,43548
LITCHFIELD,CT,1977,3582,5731
MIDDLESEX,CT,1866,3230,5162
NEW HAVEN,CT,17016,28149,40902
NEW LONDON,CT,5007,8383,12623
TOLLAND,CT,984,2289,3700
WINDHAM,CT,2218,3783,5659
DISTRICT OF COLUMBIA,DC,15703,23349,29592
KENT,DE,4642,8125,12165
NEW CASTLE,DE,9601,16218,23631
SUSSEX,DE,4741,8316,13014
ALACHUA,FL,5359,8873,12593
BAKER,FL,734,1273,1929
BAY,FL,4758,8376,12625
BRADFORD,FL,926,1412,1872
BREVARD,FL,12833,23573,35448
BROWARD,FL,44914,82289,121922
CALHOUN,FL,183,656,966
CHARLOTTE,FL,3633,7121,11318
CITRUS,FL,4298,7687,11908
CLAY,FL,4866,9018,12844
COLLIER,FL,7607,14004,21021
COLUMBIA,FL,1716,3304,4706
DESOTO,FL,1677,2908,4034
DIXIE,FL,715,1362,1696
DUVAL,FL,25950,44630,64259
ESCAMBIA,FL,6068,11628,17523
FLAGLER,FL,2252,4576,7099
FRANKLIN,FL,407,712,954
GADSDEN,FL,2014,3038,4374
GILCHRIST,FL,608,1123,1636
GLADES,FL,331,648,952
GULF,FL,371,665,1158
HAMILTON,FL,808,1078,1504
HARDEE,FL,1109,1863,2608
HENDRY,FL,2029,3106,4144
HERNANDO,FL,5001,9393,14828
HIGHLANDS,FL,3554,6417,9579
HILLS,FL,36603,63546,92025
HOLMES,FL,1026,1579,2049
INDIAN RIVER,FL,2307,5022,8175
JACKSON,FL,1833,2934,4221
JEFFERSON,FL,461,850,1196
LAFAYETTE,FL,411,578,702
LAKE,FL,7909,15859,23790
LEE,FL,17157,30122,45316
LEON,FL,6051,10427,15325
LEVY,FL,1686,2969,4096
LIBERTY,FL,183,454,750
MADISON,FL,950,1384,1838
MANATEE,FL,7727,14476,21826
MARION,FL,10590,18283,28011
MARTIN,FL,2689,4909,7330
MIAMI-DADE,FL,87772,162406,228090
MONROE,FL,1340,2474,3645
NASSAU,FL,1719,2854,4550
OKALOOSA,FL,4025,7337,11153
OKEECHOBEE,FL,1612,2692,3856
ORANGE,FL,36786,65326,93945
OSCEOLA,FL,9837,18748,27847
PALM BEACH,FL,30654,56389,84579
PASCO,FL,12469,24104,36191
PINELLAS,FL,19572,35869,55310
POLK,FL,19930,35617,52917
PUTNAM,FL,3171,5227,7228
SANTA ROSA,FL,3383,6358,9738
SARASOTA,FL,6307,12102,19392
SEMINOLE,FL,8781,15984,24223
ST. JOHNS,FL,3215,6348,9210
ST. LUCIE,FL,8260,15514,23036
SUMTER,FL,1830,3447,5870
SUWANNEE,FL,1429,2577,4000
TAYLOR,FL,860,1378,2208
UNION,FL,474,671,985
VOLUSIA,FL,12551,23434,36342
WAKULLA,FL,597,1137,1913
WALTON,FL,1859,3266,4360
WASHINGTON,FL,1020,1724,2429
APPLING,GA,867,1525,2038
ATKINSON,GA,474,768,955
BACON,GA,604,945,1230
BAKER,GA,126,169,353
BALDWIN,GA,1408,2505,3677
BANKS,GA,568,1183,1814
BARROW,GA,1895,3903,5721
BARTOW,GA,2861,5746,8989
BEN HILL,GA,1166,1488,2216
BERRIEN,GA,960,1665,2182
BIBB,GA,7081,10470,13707
BLECKLEY,GA,420,706,1097
BRANTLEY,GA,936,1550,2200
BROOKS,GA,911,1293,1744
BRYAN,GA,1086,1568,2314
BULLOCH,GA,2987,4688,6440
BURKE,GA,1234,1931,2588
BUTTS,GA,1134,1778,2290
CALHOUN,GA,328,504,687
CAMDEN,GA,1597,2919,4362
CANDLER,GA,773,1195,1457
CARROLL,GA,3880,6674,8850
CATOOSA,GA,1197,2337,3869
CHARLTON,GA,347,715,939
CHATHAM,GA,7731,13602,19285
CHATTAHOOCHEE,GA,271,533,814
CHATTOOGA,GA,845,1668,2597
CHEROKEE,GA,3837,6661,10690
CLARKE,GA,4224,7004,8774
CLAY,GA,198,307,399
CLAYTON,GA,10306,18649,26029
CLINCH,GA,546,697,782
COBB,GA,13073,24909,37325
COFFEE,GA,1812,2788,4104
COLQUITT,GA,2177,3698,4836
COLUMBIA,GA,2146,3652,5754
COOK,GA,813,1358,1879
COWETA,GA,3433,5241,8661
CRAWFORD,GA,634,926,1271
CRISP,GA,1444,2145,2769
DADE,GA,487,815,1356
DAWSON,GA,433,667,1317
DECATUR,GA,1443,2119,2733
DEKALB,GA,20033,33953,47196
DODGE,GA,1071,1735,2169
DOOLY,GA,705,1062,1452
DOUGHERTY,GA,5169,7428,9760
DOUGLAS,GA,3695,6609,9279
EARLY,GA,666,1084,1305
ECHOLS,GA,278,323,425
EFFINGHAM,GA,949,1981,3283
ELBERT,GA,751,1274,1989
EMANUEL,GA,1059,1813,2563
EVANS,GA,641,993,1253
FANNIN,GA,652,1316,2002
FAYETTE,GA,1373,2672,4137
FLOYD,GA,3681,5859,8535
FORSYTH,GA,2639,4484,6980
FRANKLIN,GA,1167,1716,2358
FULTON,GA,24325,38803,52002
GILMER,GA,838,1479,2411
GLASCOCK,GA,107,185,210
GLYNN,GA,3216,5019,6902
GORDON,GA,2465,4023,5840
GRADY,GA,1092,1686,2461
GREENE,GA,719,1145,1509
GWINNETT,GA,19713,36638,55326
HABERSHAM,GA,1143,1943,3157
HALL,GA,5143,9183,13545
HANCOCK,GA,326,527,742
HARALSON,GA,1110,1856,2747
HARRIS,GA,521,1093,1875
HART,GA,947,2034,2635
HEARD,GA,390,660,943
HENRY,GA,4842,8924,12833
HOUSTON,GA,5034,8369,11001
IRWIN,GA,317,653,823
JACKSON,GA,1298,2390,3961
JASPER,GA,539,1091,1486
JEFF DAVIS,GA,725,1260,1858
JEFFERSON,GA,684,1071,1494
JENKINS,GA,423,729,939
JOHNSON,GA,378,561,958
JONES,GA,899,1688,2305
LAMAR,GA,634,938,1250
LANIER,GA,530,777,1126
LAURENS,GA,2268,3503,4750
LEE,GA,742,1177,1688
LIBERTY,GA,2450,4638,7060
LINCOLN,GA,374,481,726
LONG,GA,577,1021,1428
LOWNDES,GA,4680,7102,9831
LUMPKIN,GA,693,1532,2190
MACON,GA,674,1014,1325
MADISON,GA,1035,1874,2744
MARION,GA,413,672,849
MCDUFFIE,GA,1147,1754,2145
MCINTOSH,GA,634,953,1331
MERIWETHER,GA,890,1614,2357
MILLER,GA,274,381,516
MITCHELL,GA,977,1719,2548
MONROE,GA,670,1181,1747
MONTGOMERY,GA,347,557,773
MORGAN,GA,417,751,1290
MURRAY,GA,1274,2465,3886
MUSCOGEE,GA,7247,11527,15863
NEWTON,GA,3795,5827,8553
OCONEE,GA,511,976,1637
OGLETHORPE,GA,524,961,1352
PAULDING,GA,3006,5759,9543
PEACH,GA,1169,1826,2501
PICKENS,GA,499,1116,1816
PIERCE,GA,1026,1417,1898
PIKE,GA,415,632,968
POLK,GA,1477,2671,3789
PULASKI,GA,560,818,1004
PUTNAM,GA,545,1197,1859
QUITMAN,GA,137,204,269
RABUN,GA,600,1064,1434
RANDOLPH,GA,478,637,862
RICHMOND,GA,7914,12916,17406
ROCKDALE,GA,2769,4754,6770
SCHLEY,GA,300,439,608
SCREVEN,GA,628,954,1421
SEMINOLE,GA,509,703,1038
SPALDING,GA,2771,4707,6481
STEPHENS,GA,721,1346,2322
STEWART,GA,327,496,544
SUMTER,GA,1604,2415,3194
TALBOT,GA,241,484,666
TALIAFERRO,GA,81,116,191
TATTNALL,GA,973,1757,2312
TAYLOR,GA,505,904,1020
TELFAIR,GA,823,1312,1831
TERRELL,GA,649,876,1088
THOMAS,GA,2011,3453,4643
TIFT,GA,1931,2713,3876
TOOMBS,GA,1147,2137,2886
TOWNS,GA,354,648,904
TREUTLEN,GA,246,453,631
TROUP,GA,2814,4238,6222
TURNER,GA,660,757,851
TWIGGS,GA,369,539,790
UNION,GA,623,1134,1838
UPSON,GA,1099,1722,2448
WALKER,GA,2419,4426,6667
WALTON,GA,2326,4354,6252
WARE,GA,1631,2554,3392
WARREN,GA,312,481,688
WASHINGTON,GA,1113,1548,2189
WAYNE,GA,1015,1910,2729
WEBSTER,GA,139,234,287
WHEELER,GA,255,460,602
WHITE,GA,855,1416,2493
WHITFIELD,GA,3402,6654,10253
WILCOX,GA,269,448,746
WILKES,GA,447,756,987
WILKINSON,GA,428,606,850
WORTH,GA,1042,1601,2132
HAWAII,HI,5428,8446,12012
HONOLULU,HI,12526,22418,35444
KALAWAO,HI,2,2,2
KAUAI,HI,982,1998,2963
MAUI,HI,2502,4246,6693
ADAIR,IA,101,296,424
ADAMS,IA,61,93,218
ALLAMAKEE,IA,225,522,946
APPANOOSE,IA,299,590,947
AUDUBON,IA,125,235,425
BENTON,IA,474,766,1264
BLACK HAWK,IA,3148,5481,7926
BOONE,IA,263,783,1215
BREMER,IA,281,522,870
BUCHANAN,IA,384,639,1049
BUENA VISTA,IA,477,868,1532
BUTLER,IA,280,475,855
CALHOUN,IA,274,442,637
CARROLL,IA,281,519,993
CASS,IA,327,638,925
CEDAR,IA,148,372,645
CERRO GORDO,IA,928,1634,2516
CHEROKEE,IA,166,421,661
CHICKASAW,IA,124,319,585
CLARKE,IA,283,450,748
CLAY,IA,454,824,1239
CLAYTON,IA,238,672,962
CLINTON,IA,972,1936,2868
CRAWFORD,IA,521,795,1179
DALLAS,IA,794,1472,2394
DAVIS,IA,240,387,558
DECATUR,IA,261,497,685
DELAWARE,IA,250,680,1005
DES MOINES,IA,1159,1919,2678
DICKINSON,IA,211,538,878
DUBUQUE,IA,1825,3108,4574
EMMET,IA,205,475,710
FAYETTE,IA,374,788,1227
FLOYD,IA,432,765,1105
FRANKLIN,IA,264,532,829
FREMONT,IA,129,310,483
GREENE,IA,165,358,542
GRUNDY,IA,132,331,566
GUTHRIE,IA,209,374,633
HAMILTON,IA,189,413,755
HANCOCK,IA,200,370,610
HARDIN,IA,224,549,954
HARRISON,IA,296,564,824
HENRY,IA,439,802,1330
HOWARD,IA,201,317,528
HUMBOLDT,IA,218,462,684
IDA,IA,152,251,427
IOWA,IA,266,515,884
JACKSON,IA,418,784,1162
JASPER,IA,606,1307,2376
JEFFERSON,IA,303,612,1233
JOHNSON,IA,2136,3919,5428
JONES,IA,352,784,1188
KEOKUK,IA,172,380,707
KOSSUTH,IA,258,559,912
LEE,IA,1063,1839,2607
LINN,IA,3774,6737,10064
LOUISA,IA,258,521,800
LUCAS,IA,207,379,594
LYON,IA,113,305,596
MADISON,IA,157,332,714
MAHASKA,IA,618,1084,1645
MARION,IA,664,1122,1763
MARSHALL,IA,723,1374,2407
MILLS,IA,200,390,671
MITCHELL,IA,135,360,596
